PHD2 version 2.6.14 [Windows], Log version 2.5. Log enabled at 2026-08-10 20:40:06
INFO: Guiding parameter change, MultiStar = true

Guiding Begins at 2026-08-10 22:18:22
Equipment Profile = SW4P_EVO
Dither = both axes, Dither scale = 1.000, Image noise reduction = 2x2 mean, Guide-frame time lapse = 0, Server enabled
Pixel scale = 2.91 arc-sec/px, Binning = 1, Focal length = 266 mm
Search region = 15 px, Star mass tolerance = 50.0%, Multi-star mode, list size = 12
 Camera = ZWO ASI120MM Mini (ASCOM), full size = 1280 x 960, have dark, dark dur = 1500, no defect map, pixel size = 3.8 um
Exposure = 1500 ms
Mount = GPUSB, connected, guiding enabled, AuxMount=CPWI_ASCOM_Telescope, xAngle = 154.7, xRate = 4.406, yAngle = -115.3, yRate = 5.100, parity = +/+
Norm rates RA = 13.9"/s @ dec 0, Dec = 14.8"/s; ortho.err. = 0.0 deg
X guide algorithm = Hysteresis, Hysteresis = 0.100, Aggression = 0.700, Minimum move = 0.130
Y guide algorithm = Resist Switch, Minimum move = 0.200 Aggression = 100% FastSwitch = enabled
Backlash comp = enabled, pulse = 1033 ms
Max RA duration = 2500, Max DEC duration = 2500, DEC guide mode = Auto
RA Guide Speed = 14.9 a-s/s, Dec Guide Speed = 14.9 a-s/s, Cal Dec = 0.0, Last Cal Issue = None, Timestamp = 15/07/2026 22:18:28
RA = 20.01 hr, Dec = 22.8 deg, Hour angle = -1.65 hr, Pier side = West, Rotator pos = N/A, Alt = 61.6 deg, Az = 126.0 deg
Lock position = 1264.014, 898.051, Star position = 1264.014, 898.051, HFD = 2.99 px
Frame,Time,mount,dx,dy,RARawDistance,DECRawDistance,RAGuideDistance,DECGuideDistance,RADuration,RADirection,DECDuration,DECDirection,XStep,YStep,StarMass,SNR,ErrorCode
5314,13518.084,"Mount",-0.243,-0.691,0.076,0.728,0.000,0.728,0,,1319,S,,,608553,425.14,0
INFO: SETTLING STATE CHANGE, Settling complete
5315,13520.321,"Mount",0.208,-0.115,0.237,0.015,0.149,0.000,34,W,0,,,,656795,458.13,0
5316,13522.946,"Mount",0.178,-0.084,0.197,-0.000,0.134,0.000,30,W,0,,,,653076,410.64,0
5317,13525.278,"Mount",0.058,0.099,0.010,-0.115,0.000,0.000,0,,0,,,,655322,413.16,0
5318,13527.833,"Mount",-0.450,0.158,-0.474,0.050,-0.299,0.000,68,E,0,,,,638617,434.21,0
5319,13530.218,"Mount",-0.416,0.166,-0.447,0.028,-0.302,0.000,69,E,0,,,,640038,437.91,0
5320,13532.643,"Mount",0.065,-0.001,0.059,-0.027,0.000,0.000,0,,0,,,,659770,441.96,0
5321,13535.333,"Mount",0.245,-0.160,0.290,0.040,0.183,0.000,42,W,0,,,,638729,437.83,0
5322,13537.847,"Mount",0.200,-0.161,0.250,0.060,0.170,0.000,39,W,0,,,,646934,416.60,0
5323,13540.141,"Mount",0.253,-0.254,0.338,0.121,0.225,0.000,51,W,0,,,,655464,416.92,0
5324,13542.580,"Mount",0.053,-0.154,0.114,0.116,0.000,0.000,0,,0,,,,663402,414.09,0
5325,13544.997,"Mount",-0.213,-0.112,-0.145,0.192,-0.092,0.000,21,E,0,,,,628989,438.04,0
5326,13547.484,"Mount",-0.129,-0.185,-0.037,0.222,0.000,0.222,0,,44,S,,,621110,392.02,0
5327,13549.809,"Mount",-0.128,-0.184,-0.037,0.221,0.000,0.221,0,,43,S,,,614289,426.40,0
5328,13552.259,"Mount",-0.018,-0.186,0.064,0.176,0.000,0.000,0,,0,,,,637521,437.10,0
5329,13554.657,"Mount",0.043,0.006,0.036,-0.023,0.000,0.000,0,,0,,,,651221,409.65,0
5330,13557.333,"Mount",0.155,-0.247,0.245,0.157,0.154,0.000,35,W,0,,,,650214,436.17,0
5331,13559.597,"Mount",0.137,-0.271,0.240,0.186,0.162,0.000,37,W,0,,,,642328,406.63,0
5332,13562.393,"Mount",0.391,-0.327,0.493,0.129,0.322,0.000,73,W,0,,,,633513,438.37,0
5333,13564.893,"Mount",0.772,-0.321,0.835,-0.040,0.549,0.000,125,W,0,,,,628701,445.68,0
5334,13567.513,"Mount",-0.450,0.099,-0.449,0.103,-0.244,0.000,55,E,0,,,,605323,413.58,0
5335,13570.092,"Mount",-0.282,-0.106,-0.209,0.217,-0.149,0.217,34,E,42,S,,,595468,398.54,0
5336,13572.780,"Mount",-0.442,-0.056,-0.376,0.240,-0.247,0.240,56,E,47,S,,,645737,428.83,0
5337,13575.381,"Mount",0.080,-0.396,0.242,0.324,0.135,0.324,31,W,63,S,,,610128,396.29,0
5338,13578.052,"Mount",-0.088,-0.273,0.037,0.284,0.000,0.284,0,,56,S,,,623611,406.12,0
5339,13580.438,"Mount",0.063,-0.366,0.213,0.304,0.134,0.304,30,W,60,S,,,596560,372.97,0
5340,13582.998,"Mount",0.388,-0.212,0.442,0.026,0.288,0.000,65,W,0,,,,614942,424.54,0
5341,13585.501,"Mount",0.125,-0.359,0.267,0.271,0.188,0.271,43,W,53,S,,,628376,436.01,0
5342,13588.132,"Mount",0.060,-0.233,0.154,0.185,0.110,0.000,25,W,0,,,,625703,401.58,0
5343,13590.485,"Mount",-0.252,-0.011,-0.223,0.117,-0.133,0.000,30,E,0,,,,668047,450.88,0
5344,13593.042,"Mount",-0.080,-0.244,0.032,0.255,0.000,0.255,0,,50,S,,,640159,429.75,0
5345,13595.317,"Mount",-0.133,-0.209,-0.030,0.246,0.000,0.246,0,,48,S,,,606668,448.34,0
5346,13598.037,"Mount",0.290,-0.097,0.304,-0.036,0.192,0.000,43,W,0,,,,628435,430.79,0
5347,13600.218,"Mount",-0.068,0.082,-0.097,-0.045,0.000,0.000,0,,0,,,,632330,395.87,0
5348,13602.810,"Mount",-0.065,0.124,-0.112,-0.084,0.000,0.000,0,,0,,,,625494,431.72,0
5349,13605.214,"Mount",0.031,-0.017,0.036,0.002,0.000,0.000,0,,0,,,,664759,432.89,0
5350,13607.726,"Mount",-0.031,-0.003,-0.027,0.016,0.000,0.000,0,,0,,,,681716,464.07,0
5351,13610.048,"Mount",-0.141,-0.121,-0.076,0.170,0.000,0.000,0,,0,,,,627680,431.62,0
5352,13612.884,"Mount",-0.404,-0.213,-0.274,0.365,-0.173,0.365,39,E,72,S,,,651969,425.28,0
5353,13615.160,"Mount",-0.274,-0.067,-0.219,0.178,-0.150,0.000,34,E,0,,,,626990,422.99,0
5354,13617.762,"Mount",-0.161,0.167,-0.217,-0.082,-0.147,0.000,33,E,0,,,,641199,410.69,0
5355,13620.236,"Mount",-0.195,0.079,-0.210,0.012,-0.143,0.000,32,E,0,,,,642183,450.84,0
5356,13622.854,"Mount",0.358,-0.038,0.339,-0.119,0.204,0.000,46,W,0,,,,650931,444.40,0
5357,13625.117,"Mount",0.285,-0.003,0.259,-0.119,0.177,0.000,40,W,0,,,,672300,434.53,0
5358,13627.532,"Mount",0.015,0.015,0.008,-0.020,0.000,0.000,0,,0,,,,660129,459.42,0
5359,13629.946,"Mount",0.069,0.050,0.041,-0.075,0.000,0.000,0,,0,,,,669503,420.44,0
5360,13632.423,"Mount",0.159,0.221,0.049,-0.267,0.000,0.000,0,,0,,,,644095,425.37,0
5361,13634.898,"Mount",-0.221,0.323,-0.337,-0.197,-0.213,0.000,48,E,0,,,,637680,451.90,0
5362,13637.231,"Mount",-0.007,0.153,-0.071,-0.135,0.000,0.000,0,,0,,,,624747,400.99,0
5363,13639.785,"Mount",-0.272,0.091,-0.285,0.035,-0.180,0.000,41,E,0,,,,648151,443.51,0
5364,13642.474,"Mount",0.138,-0.038,0.141,-0.024,0.076,0.000,17,W,0,,,,635317,432.92,0
5365,13644.702,"Mount",-0.065,0.162,-0.128,-0.119,0.000,0.000,0,,0,,,,652501,431.27,0
5366,13647.273,"Mount",0.043,0.020,0.031,-0.036,0.000,0.000,0,,0,,,,634244,420.21,0
5367,13649.750,"Mount",-0.394,0.135,-0.414,0.046,-0.261,0.000,59,E,0,,,,636567,442.28,0
5368,13652.139,"Mount",0.092,0.131,0.027,-0.158,0.000,0.000,0,,0,,,,641809,396.90,0
5369,13654.762,"Mount",-0.301,0.281,-0.392,-0.125,-0.247,0.000,56,E,0,,,,665486,447.19,0
5370,13657.083,"Mount",-0.040,0.135,-0.094,-0.105,0.000,0.000,0,,0,,,,626842,437.40,0
5371,13659.632,"Mount",-0.183,0.100,-0.209,-0.012,-0.131,0.000,30,E,0,,,,653411,436.11,0
5372,13661.977,"Mount",-0.092,-0.156,-0.016,0.181,0.000,0.000,0,,0,,,,637715,427.15,0
5373,13664.419,"Mount",-0.079,-0.032,-0.057,0.063,0.000,0.000,0,,0,,,,656582,452.20,0
5374,13666.968,"Mount",-0.412,0.163,-0.442,0.029,-0.279,0.000,63,E,0,,,,598684,395.96,0
5375,13669.205,"Mount",-0.038,-0.090,0.004,0.098,0.000,0.000,0,,0,,,,608759,417.89,0
5376,13671.660,"Mount",0.005,0.095,-0.036,-0.088,0.000,0.000,0,,0,,,,644937,400.08,0
5377,13674.019,"Mount",-0.040,-0.117,0.014,0.123,0.000,0.000,0,,0,,,,632716,440.05,0
5378,13676.712,"Mount",-0.405,0.131,-0.422,0.055,-0.266,0.000,60,E,0,,,,616965,400.71,0
5379,13679.228,"Mount",-0.485,-0.094,-0.399,0.293,-0.270,0.293,61,E,57,S,,,642346,428.88,0
5380,13681.767,"Mount",-0.012,-0.110,0.036,0.104,0.000,0.000,0,,0,,,,626211,444.96,0
5381,13684.121,"Mount",-0.086,-0.077,-0.045,0.107,0.000,0.000,0,,0,,,,646095,433.02,0
5382,13686.628,"Mount",-0.021,-0.107,0.027,0.105,0.000,0.000,0,,0,,,,689048,471.48,0
5383,13689.022,"Mount",0.078,-0.111,0.119,0.067,0.000,0.000,0,,0,,,,650361,427.10,0
5384,13691.796,"Mount",-0.129,-0.222,-0.022,0.256,0.000,0.256,0,,50,S,,,593591,419.72,0
5385,13694.334,"Mount",-0.359,0.181,-0.402,-0.010,-0.254,0.000,58,E,0,,,,644377,420.83,0
5386,13697.040,"Mount",-0.129,0.173,-0.191,-0.101,-0.138,0.000,31,E,0,,,,613003,388.79,0
5387,13699.400,"Mount",-0.044,0.263,-0.152,-0.219,-0.105,0.000,24,E,0,,,,632030,431.83,0
5388,13701.722,"Mount",-0.001,-0.102,0.043,0.093,0.000,0.000,0,,0,,,,616174,404.58,0
5389,13704.183,"Mount",-0.386,0.012,-0.354,0.154,-0.223,0.000,51,E,0,,,,640275,472.00,0
5390,13706.694,"Mount",-0.029,0.002,-0.027,0.011,0.000,0.000,0,,0,,,,639840,442.18,0
5391,13709.013,"Mount",-0.045,-0.000,-0.041,0.020,0.000,0.000,0,,0,,,,663180,429.11,0
5392,13711.438,"Mount",0.078,0.102,0.027,-0.125,0.000,0.000,0,,0,,,,622517,398.24,0
5393,13713.960,"Mount",0.379,-0.273,0.460,0.085,0.290,0.000,66,W,0,,,,666612,447.64,0
5394,13716.496,"Mount",-0.064,-0.209,0.032,0.216,0.000,0.216,0,,42,S,,,638581,409.38,0
5395,13718.777,"Mount",-0.000,0.041,-0.018,-0.037,0.000,0.000,0,,0,,,,685524,429.97,0
5396,13721.237,"Mount",-0.010,0.070,-0.039,-0.059,0.000,0.000,0,,0,,,,628399,420.46,0
5397,13723.862,"Mount",0.096,0.041,0.069,-0.079,0.000,0.000,0,,0,,,,650057,433.13,0
5398,13726.536,"Mount",-0.076,0.017,-0.076,0.017,0.000,0.000,0,,0,,,,645766,461.15,0
5399,13728.957,"Mount",-0.047,0.045,-0.062,-0.020,0.000,0.000,0,,0,,,,622318,467.28,0
5400,13731.424,"Mount",-0.031,0.050,-0.050,-0.032,0.000,0.000,0,,0,,,,641827,437.86,0
5401,13733.860,"Mount",0.071,-0.062,0.091,0.025,0.000,0.000,0,,0,,,,634770,441.00,0
5402,13736.408,"Mount",0.029,0.062,-0.000,-0.069,0.000,0.000,0,,0,,,,635895,437.77,0
5403,13738.888,"Mount",0.103,-0.051,0.114,0.002,0.000,0.000,0,,0,,,,640396,375.02,0
5404,13741.519,"Mount",-0.202,-0.106,-0.138,0.182,-0.087,0.000,20,E,0,,,,639208,433.64,0
5405,13743.853,"Mount",-0.099,-0.207,-0.001,0.229,0.000,0.229,0,,45,S,,,622004,437.63,0
5406,13746.714,"Mount",0.175,-0.047,0.178,-0.032,0.112,0.000,25,W,0,,,,610284,446.75,0
5407,13749.171,"Mount",0.055,-0.052,0.072,0.023,0.000,0.000,0,,0,,,,642370,430.13,0
5408,13751.738,"Mount",-0.373,0.071,-0.368,0.095,-0.232,0.000,53,E,0,,,,624986,416.10,0
5409,13754.117,"Mount",-0.220,-0.023,-0.189,0.115,-0.135,0.000,31,E,0,,,,620254,450.55,0
5410,13756.741,"Mount",0.512,-0.189,0.544,-0.048,0.333,0.000,76,W,0,,,,617735,411.45,0
5411,13759.037,"Mount",0.040,-0.021,0.045,0.002,0.000,0.000,0,,0,,,,660456,453.26,0
5412,13761.649,"Mount",-0.169,-0.087,-0.116,0.151,0.000,0.000,0,,0,,,,678764,477.67,0
5413,13763.971,"Mount",-0.023,-0.078,0.013,0.080,0.000,0.000,0,,0,,,,637171,414.35,0
5414,13766.843,"Mount",-0.538,0.135,-0.544,0.108,-0.343,0.000,78,E,0,,,,632761,459.67,0
5415,13769.473,"Mount",-0.171,-0.006,-0.152,0.078,-0.120,0.000,27,E,0,,,,658210,391.43,0
5416,13771.892,"Mount",-0.132,-0.121,-0.068,0.166,0.000,0.000,0,,0,,,,634341,434.96,0
5417,13774.349,"Mount",0.107,-0.237,0.198,0.169,0.125,0.000,28,W,0,,,,631372,420.70,0
5418,13776.862,"Mount",-0.154,-0.229,-0.041,0.273,0.000,0.273,0,,54,S,,,647860,430.03,0
5419,13779.205,"Mount",0.385,-0.214,0.439,0.029,0.277,0.000,63,W,0,,,,669821,405.25,0
5420,13781.749,"Mount",0.378,-0.257,0.452,0.071,0.304,0.000,69,W,0,,,,591403,452.79,0
5421,13784.214,"Mount",0.148,-0.078,0.168,0.007,0.127,0.000,29,W,0,,,,620089,422.95,0
5422,13786.975,"Mount",-0.737,0.169,-0.738,0.162,-0.456,0.000,104,E,0,,,,623073,460.32,0
5423,13789.370,"Mount",-0.216,0.035,-0.210,0.060,-0.164,0.000,37,E,0,,,,618240,430.78,0
5424,13791.776,"Mount",-0.179,-0.079,-0.128,0.148,0.000,0.000,0,,0,,,,619499,415.83,0
5425,13794.607,"Mount",-0.567,-0.073,-0.482,0.308,-0.303,0.308,69,E,60,S,,,678955,467.63,0
5426,13797.277,"Mount",-0.114,-0.085,-0.067,0.126,0.000,0.000,0,,0,,,,637468,442.23,0
5427,13799.901,"Mount",-0.262,-0.021,-0.228,0.131,-0.144,0.000,33,E,0,,,,597823,431.88,0
5428,13802.247,"Mount",0.020,-0.134,0.075,0.112,0.000,0.000,0,,0,,,,625803,421.63,0
5429,13804.688,"Mount",-0.112,-0.037,-0.085,0.081,0.000,0.000,0,,0,,,,638207,403.96,0
5430,13807.127,"Mount",-0.036,-0.088,0.005,0.095,0.000,0.000,0,,0,,,,627000,416.09,0
5431,13809.489,"Mount",-0.102,-0.109,-0.046,0.142,0.000,0.000,0,,0,,,,605638,418.42,0
5432,13812.201,"Mount",-0.314,-0.166,-0.213,0.284,-0.134,0.284,30,E,56,S,,,659118,449.71,0
5433,13814.479,"Mount",0.021,0.139,-0.041,-0.135,0.000,0.000,0,,0,,,,616067,411.02,0
5434,13817.077,"Mount",-0.107,0.088,-0.134,-0.033,-0.084,0.000,19,E,0,,,,634807,435.60,0
5435,13819.309,"Mount",0.132,0.158,0.052,-0.199,0.000,0.000,0,,0,,,,642665,452.82,0
5436,13821.922,"Mount",0.245,0.173,0.148,-0.261,0.093,0.000,21,W,0,,,,669228,441.81,0
5437,13824.491,"Mount",0.311,-0.051,0.303,-0.087,0.197,0.000,45,W,0,,,,644395,405.37,0
5438,13827.029,"Mount",-0.385,0.406,-0.522,-0.203,-0.315,0.000,71,E,0,,,,613131,399.73,0
5439,13829.289,"Mount",0.047,0.186,-0.037,-0.188,0.000,0.000,0,,0,,,,610719,414.94,0
5440,13831.920,"Mount",-0.140,0.028,-0.138,0.034,-0.087,0.000,20,E,0,,,,608884,416.31,0
5441,13834.270,"Mount",0.098,-0.047,0.109,0.000,0.000,0.000,0,,0,,,,638651,438.17,0
5442,13836.797,"Mount",0.301,0.037,0.256,-0.162,0.162,0.000,37,W,0,,,,617687,429.93,0
5443,13839.306,"Mount",0.135,0.044,0.103,-0.098,0.000,0.000,0,,0,,,,626574,380.01,0
5444,13841.853,"Mount",0.226,-0.236,0.306,0.117,0.193,0.000,44,W,0,,,,635639,429.80,0
5445,13844.205,"Mount",0.051,-0.263,0.159,0.216,0.114,0.000,26,W,0,,,,669893,434.87,0
5446,13846.580,"Mount",-0.094,-0.032,-0.071,0.069,0.000,0.000,0,,0,,,,615467,440.69,0
5447,13849.247,"Mount",-0.472,-0.005,-0.425,0.206,-0.267,0.206,61,E,40,S,,,608488,417.00,0
5448,13851.643,"Mount",0.136,0.175,0.048,-0.216,0.000,0.000,0,,0,,,,662262,440.45,0
5449,13854.219,"Mount",0.079,0.144,0.010,-0.164,0.000,0.000,0,,0,,,,632630,380.46,0
5450,13856.728,"Mount",0.192,0.103,0.130,-0.175,0.000,0.000,0,,0,,,,621298,402.20,0
5451,13859.082,"Mount",0.036,0.032,0.018,-0.044,0.000,0.000,0,,0,,,,634119,407.50,0
5452,13861.764,"Mount",0.273,-0.223,0.342,0.085,0.215,0.000,49,W,0,,,,627549,442.09,0
5453,13864.188,"Mount",0.268,-0.261,0.353,0.121,0.238,0.000,54,W,0,,,,641005,447.75,0
5454,13866.600,"Mount",0.025,-0.015,0.029,0.002,0.000,0.000,0,,0,,,,636067,446.96,0
5455,13869.103,"Mount",0.195,0.060,0.151,-0.137,0.095,0.000,22,W,0,,,,606205,425.05,0
5456,13871.589,"Mount",-0.316,0.135,-0.343,0.013,-0.209,0.000,48,E,0,,,,635356,387.96,0
5457,13874.014,"Mount",-0.137,-0.195,-0.040,0.235,0.000,0.235,0,,46,S,,,654293,449.60,0
5458,13876.604,"Mount",-0.094,0.258,-0.195,-0.193,-0.123,0.000,28,E,0,,,,622672,427.38,0
5459,13878.866,"Mount",0.142,0.097,0.087,-0.148,0.000,0.000,0,,0,,,,618726,394.03,0
5460,13881.305,"Mount",0.038,0.086,-0.002,-0.094,0.000,0.000,0,,0,,,,611989,443.02,0
5461,13883.784,"Mount",0.196,-0.034,0.192,-0.054,0.121,0.000,27,W,0,,,,603053,418.90,0
5462,13886.484,"Mount",0.155,0.002,0.140,-0.068,0.096,0.000,22,W,0,,,,617877,439.36,0
5463,13888.902,"Mount",0.154,-0.067,0.168,-0.005,0.113,0.000,26,W,0,,,,641086,431.29,0
5464,13891.697,"Mount",0.251,0.006,0.224,-0.113,0.149,0.000,34,W,0,,,,632007,427.91,0
5465,13893.984,"Mount",0.157,0.081,0.107,-0.140,0.000,0.000,0,,0,,,,654907,420.77,0
5466,13896.582,"Mount",0.060,0.015,0.048,-0.039,0.000,0.000,0,,0,,,,621773,437.17,0
5467,13898.982,"Mount",-0.040,0.180,-0.114,-0.146,0.000,0.000,0,,0,,,,617742,440.03,0
5468,13901.661,"Mount",-0.035,0.125,-0.085,-0.098,0.000,0.000,0,,0,,,,652428,419.43,0
5469,13904.208,"Mount",-0.491,0.109,-0.491,0.112,-0.309,0.000,70,E,0,,,,646642,427.12,0
5470,13906.674,"Mount",0.073,-0.127,0.121,0.084,0.000,0.000,0,,0,,,,633677,403.78,0
5471,13909.303,"Mount",-0.150,-0.163,-0.065,0.212,0.000,0.212,0,,41,S,,,656295,448.24,0
5472,13911.657,"Mount",-0.045,0.126,-0.095,-0.095,0.000,0.000,0,,0,,,,665035,468.14,0
5473,13914.202,"Mount",-0.110,0.223,-0.194,-0.155,-0.122,0.000,28,E,0,,,,624584,452.24,0
5474,13916.741,"Mount",-0.321,0.685,-0.583,-0.481,-0.376,0.000,85,E,0,,,,609858,410.18,0
5475,13919.110,"Mount",0.010,0.432,-0.176,-0.394,-0.137,0.000,31,E,0,,,,642558,413.67,0
5476,13921.441,"Mount",0.101,0.364,-0.065,-0.372,0.000,0.000,0,,0,,,,650739,443.56,0
5477,13925.326,"Mount",0.926,0.157,0.770,-0.538,0.485,-0.538,110,W,1282,N,,,607283,405.91,0
5478,13927.773,"Mount",-0.246,-0.098,-0.180,0.194,-0.080,0.000,18,E,0,,,,611088,416.20,0
5479,13930.050,"Mount",-0.048,-0.110,0.003,0.120,0.000,0.000,0,,0,,,,631318,390.81,0
5480,13932.728,"Mount",-0.416,0.023,-0.386,0.157,-0.243,0.000,55,E,0,,,,670534,438.93,0
5481,13934.902,"Mount",-0.018,0.217,-0.109,-0.189,0.000,0.000,0,,0,,,,660414,435.25,0
5482,13937.563,"Mount",-0.579,0.023,-0.533,0.226,-0.336,0.000,76,E,0,,,,664561,463.90,0
5483,13939.995,"Mount",-0.762,-0.098,-0.647,0.414,-0.431,0.000,98,E,0,,,,649899,444.84,0
5484,13942.349,"Mount",-0.050,-0.128,0.010,0.137,0.000,0.000,0,,0,,,,643418,455.05,0
5485,13944.813,"Mount",-0.632,-0.137,-0.512,0.394,-0.323,0.000,73,E,0,,,,657520,440.54,0
5486,13948.453,"Mount",-0.166,-0.187,-0.070,0.240,0.000,0.240,0,,1223,S,,,636912,471.23,0
5487,13950.864,"Mount",-0.076,-0.213,0.022,0.225,0.000,0.225,0,,44,S,,,621353,448.06,0
5488,13953.272,"Mount",-0.027,0.159,-0.092,-0.132,0.000,0.000,0,,0,,,,659348,403.93,0
5489,13955.887,"Mount",-0.458,0.264,-0.527,-0.043,-0.332,0.000,75,E,0,,,,621315,414.94,0
5490,13958.346,"Mount",-0.476,0.098,-0.472,0.115,-0.320,0.000,73,E,0,,,,639058,437.33,0
5491,13960.705,"Mount",-0.053,0.113,-0.096,-0.080,0.000,0.000,0,,0,,,,618810,436.81,0
5492,13963.377,"Mount",-0.295,0.124,-0.320,0.015,-0.202,0.000,46,E,0,,,,606522,423.36,0
5493,13965.844,"Mount",-0.259,0.019,-0.243,0.094,-0.167,0.000,38,E,0,,,,632893,444.92,0
5494,13968.355,"Mount",-0.300,0.006,-0.274,0.123,-0.184,0.000,42,E,0,,,,588179,413.63,0
5495,13970.642,"Mount",0.020,-0.199,0.103,0.172,0.000,0.000,0,,0,,,,603803,437.40,0
5496,13973.125,"Mount",-0.070,-0.109,-0.017,0.129,0.000,0.000,0,,0,,,,564707,406.92,0
5497,13975.781,"Mount",-0.330,-0.126,-0.245,0.255,-0.154,0.255,35,E,50,S,,,644638,458.98,0
5498,13978.392,"Mount",-0.762,0.573,-0.934,-0.192,-0.599,0.000,136,E,0,,,,622840,426.56,0
5499,13981.091,"Mount",-0.230,0.340,-0.353,-0.210,-0.264,0.000,60,E,0,,,,666699,457.35,0
5500,13983.556,"Mount",-0.132,0.094,-0.159,-0.029,-0.119,0.000,27,E,0,,,,626399,430.49,0
5501,13985.870,"Mount",0.025,0.189,-0.058,-0.181,0.000,0.000,0,,0,,,,655070,455.67,0
5502,13988.407,"Mount",0.153,0.082,0.103,-0.139,0.000,0.000,0,,0,,,,633477,414.33,0
5503,13990.861,"Mount",0.167,-0.046,0.170,-0.030,0.107,0.000,24,W,0,,,,643434,458.09,0
5504,13993.252,"Mount",0.022,0.178,-0.056,-0.171,0.000,0.000,0,,0,,,,634114,434.97,0
5505,13995.850,"Mount",-0.060,0.306,-0.185,-0.251,-0.117,0.000,26,E,0,,,,622365,422.96,0
5506,13998.554,"Mount",-0.722,0.437,-0.840,-0.087,-0.537,0.000,122,E,0,,,,610521,407.08,0
5507,14002.384,"Mount",-0.360,0.418,-0.504,-0.224,-0.355,-0.224,81,E,1220,N,,,595655,409.31,0
5508,14005.013,"Mount",-1.086,0.320,-1.118,0.175,-0.729,0.000,166,E,0,,,,611534,394.47,0
5509,14007.275,"Mount",0.001,-0.002,0.002,0.002,0.000,0.000,0,,0,,,,633618,418.32,0
5510,14009.822,"Mount",-0.027,-0.117,0.025,0.117,0.000,0.000,0,,0,,,,644286,450.79,0
5511,14012.354,"Mount",0.368,-0.246,0.437,0.065,0.276,0.000,63,W,0,,,,609572,447.58,0
5512,14014.958,"Mount",0.165,-0.404,0.322,0.294,0.222,0.000,50,W,0,,,,593546,435.72,0
5513,14017.392,"Mount",0.070,-0.277,0.181,0.221,0.130,0.000,29,W,0,,,,602902,432.19,0
5514,14020.028,"Mount",-0.293,0.077,-0.298,0.056,-0.179,0.000,41,E,0,,,,619684,448.03,0
5515,14022.383,"Mount",-0.259,0.121,-0.286,0.001,-0.193,0.000,44,E,0,,,,668368,438.15,0
5516,14024.753,"Mount",0.045,-0.041,0.058,0.018,0.000,0.000,0,,0,,,,617611,431.83,0
5517,14028.501,"Mount",-0.182,-0.277,-0.046,0.328,0.000,0.328,0,,1240,S,,,604941,411.69,0
5518,14030.901,"Mount",0.226,0.241,0.101,-0.314,0.000,0.000,0,,0,,,,589572,421.17,0
5519,14033.340,"Mount",0.267,0.201,0.155,-0.296,0.098,0.000,22,W,0,,,,645940,416.76,0
5520,14035.837,"Mount",0.332,0.117,0.250,-0.248,0.164,0.000,37,W,0,,,,651670,442.05,0
5521,14038.123,"Mount",0.361,0.129,0.271,-0.271,0.182,0.000,41,W,0,,,,648618,438.07,0
5522,14041.869,"Mount",0.126,0.451,-0.079,-0.462,0.000,-0.462,0,,1267,N,,,632544,424.33,0
5523,14044.100,"Mount",0.033,0.146,-0.033,-0.146,0.000,0.000,0,,0,,,,635455,420.68,0
5524,14046.837,"Mount",-0.097,0.295,-0.214,-0.225,-0.135,-0.225,31,E,44,N,,,645741,420.88,0
5525,14049.117,"Mount",0.060,0.087,0.017,-0.104,0.000,0.000,0,,0,,,,638691,406.76,0
5526,14051.829,"Mount",0.239,0.030,0.204,-0.129,0.128,0.000,29,W,0,,,,656771,420.76,0
5527,14054.119,"Mount",0.022,0.085,-0.017,-0.086,0.000,0.000,0,,0,,,,620993,413.70,0
5528,14056.671,"Mount",-0.062,0.110,-0.103,-0.073,0.000,0.000,0,,0,,,,590395,412.56,0
5529,14059.048,"Mount",-0.039,0.077,-0.068,-0.053,0.000,0.000,0,,0,,,,623079,400.23,0
5530,14061.638,"Mount",-0.215,0.233,-0.294,-0.118,-0.185,0.000,42,E,0,,,,623191,441.21,0
5531,14064.012,"Mount",-0.353,0.300,-0.447,-0.120,-0.295,0.000,67,E,0,,,,637246,405.53,0
5532,14066.970,"Mount",-0.636,0.122,-0.627,0.162,-0.416,0.000,94,E,0,,,,638382,407.02,0
5533,14069.627,"Mount",-1.003,0.456,-1.102,0.017,-0.723,0.000,164,E,0,,,,648735,464.74,0
5534,14072.027,"Mount",0.012,-0.110,0.058,0.095,0.000,0.000,0,,0,,,,651212,414.59,0
5535,14074.389,"Mount",0.091,-0.136,0.140,0.084,0.088,0.000,20,W,0,,,,652287,440.09,0
5536,14077.070,"Mount",0.276,-0.188,0.330,0.052,0.214,0.000,49,W,0,,,,639920,441.22,0
5537,14079.718,"Mount",0.200,-0.255,0.290,0.145,0.198,0.000,45,W,0,,,,611128,421.82,0
5538,14082.318,"Mount",-0.381,0.009,-0.349,0.155,-0.206,0.000,47,E,0,,,,616879,414.01,0
5539,14084.822,"Mount",-0.248,0.071,-0.255,0.042,-0.175,0.000,40,E,0,,,,627834,421.66,0
5540,14087.421,"Mount",-0.134,0.073,-0.152,-0.009,-0.108,0.000,25,E,0,,,,612118,428.69,0
5541,14090.051,"Mount",-0.233,-0.031,-0.197,0.127,-0.132,0.000,30,E,0,,,,607049,437.94,0
5542,14092.446,"Mount",-0.132,-0.364,0.037,0.385,0.000,0.000,0,,0,,,,636724,439.79,0
